accessibility,address,coordinates,coordinates_type,data_url,dataset,description,email,external_id,fax_number,house_number,id,image_url,last_updated,latitude,location,longitude,name,opening_times,phone_number,po_box,po_box_number,post_name,post_number,street,url,venue_details
,"SANTA TERESA DE JESUS, 30","[675565.86, 4612232.62]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,,iam@aragon.es  ,12340, ,,1150,,2016-05-25T13:18:40Z,41.6425117271011,,-0.891904512753291,Centro de Documentación del Instituto Aragonés de la Mujer.  ,,976716720  ,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/1150/
,"SANTANDER, 36","[675148.93, 4613185.04]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,, cepyme@cepymearagon.es,8531,976 532 493,,1149,,2015-05-29T11:42:36Z,41.6511762792692,,-0.89662858884137,Confederación de la Pequeña y Mediana Empresa (CEPYME),,976 766 060,,,,,,http://www.conectapyme.com,http://ma.tingtun.no/ogd/datasets/data/venues/1149/
,"NAVARRA, AVENIDA DE, 54","[674428.89, 4613860.7]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,,,20305,,,1148,,2016-06-21T12:12:22Z,41.6574158894552,,-0.905072870602326,Torre Delicias,, 976 971888,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/1148/
,,,,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,,jlahoz@asociacionautonomos.com ,8524,976 315 211,,1147,,2015-05-29T11:42:36Z,0.0,,0.0,Asociación de Autónomos de Aragón,,976 348 160,,,,,,http://www.upta-aragon.es,http://ma.tingtun.no/ogd/datasets/data/venues/1147/
,"MAS DE LAS MATAS, 20","[677615.63, 4614842.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,,infoactiva@zaragoza.es,4907,,,554,,2016-08-11T13:02:51Z,41.665549234083,,-0.866532939693474,Zaragoza Activa La Azucarera,,976 724575,,,,,,http://www.zaragoza.es/ciudad/sectores/activa/,http://ma.tingtun.no/ogd/datasets/data/venues/554/
,"ISABEL CATOLICA, PS., 2","[675115.76, 4611855.47]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/19/,,zaragoza@ventanillaempresarial.org,8517,,,1146,,2015-05-29T11:42:36Z,41.6392159099652,,-0.897415958054572,Ventanilla Única Empresarial,,976 30 61 61 - Ext: 274 / 299,,,,,,http://www.ventanillaempresarial.org/,http://ma.tingtun.no/ogd/datasets/data/venues/1146/
"<object type=""application/x-shockwave-flash""></object>","MARTIN ORTEGA,J   GRP, 4","[664369.74, 4616817.31]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoresmiralbueno@zaragoza.es,507,,,408,,2015-09-18T08:13:40Z,41.6861688650268,,-1.02500057170124,Centro de Convivencia para Mayores Garrapinillos,,976 724 258 (mañanas de martes y jueves),,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/408/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n realizada en el a&ntilde;o 2005)</p>,"NAVARRA, AVENIDA DE, 54","[674428.89, 4613860.7]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoresdelicias@zaragoza.es,506,976 72 61 23,,407,,2015-08-26T12:13:56Z,41.6574158894552,,-0.905072870602326,Centro de Convivencia para Mayores Delicias,,976 72 61 21,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/407/
,"CASTILLO, S. PL.  CST, 7","[664114.47, 4620694.04]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayorescasetas@zaragoza.es,504,,,405,,2015-08-26T12:13:35Z,41.7211190169958,,-1.02699909455975,Centro de Convivencia para Mayores Casetas,,976 726 153,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/405/
"<p>&nbsp;</p>
<object id=""flashfirebug_1404992078774"" type=""application/x-shockwave-flash"">
<param value=""true"" name=""allowFullScreen"" />
<param value=""always"" name=""allowScriptAccess"" />
<param value=""all"" name=""AllowNetworking"" /></object>","AUTONOMIA ARAGON  CRT, 21","[681365.02, 4608448.1]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayorescasablanca@zaragoza.es,502,,,403,,2015-06-08T09:57:03Z,41.6071504246494,,-0.823465440242693,Centro de Convivencia para Mayores La Cartuja Baja,,976 72 61 77,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/403/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n que se prevee realizar en los a&ntilde;os 2006-2007)</p>,"PREDICADORES, 96","[675968.01, 4614146.82]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayorescascohistorico@zaragoza.es,501,,,402,,2015-08-26T12:13:08Z,41.6596529515137,,-0.886515521490109,Centro de Convivencia para Mayores Casco Histórico,,976 724949,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/402/
,"PALOMAR (DOCTOR)  SJN, 22","[679560.05, 4620780.02]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjsanjuan@zaragoza.es,751,,,536,,2016-07-15T11:11:13Z,41.7185555840823,,-0.841406197735921,Casa de Juventud San Juan de Mozarrifar,,976 150 616,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/536/
,"JESUS Y MARIA     SGR, 95","[677857.94, 4618097.64]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjsangregorio@zaragoza.es,750,976 733930,,535,,2016-07-15T11:07:38Z,41.6947943552663,,-0.862654620114565,Casa de Juventud San Gregorio,,976  741 268,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/535/
,"TAJADA, LA        PÑF, 17","[683281.73, 4625903.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjpenaflor@zaragoza.es,749,,,534,,2016-07-15T11:07:11Z,41.7638216376399,,-0.795119576711194,Casa de Juventud Peñaflor,,976 154 301,,,,,,http://www.zaragoza.es/ciudad/sectores/jovenes/,http://ma.tingtun.no/ogd/datasets/data/venues/534/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n que se prevee realizar en los a&ntilde;os 2006-2007)</p>,"MONTAÑANA, AV.DE  MNT, 489","[681286.48, 4618162.07]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjmontanana@zaragoza.es,748,,,1131,,2016-07-15T11:10:37Z,41.6946008110117,,-0.821462144372554,Casa de Juventud Montañana,,976 724 745,,,,,,http://www.zaragoza.es/ciudad/sectores/jovenes/,http://ma.tingtun.no/ogd/datasets/data/venues/1131/
,"ROSA, LA          MRL, S/N","[671394.85, 4614183.28]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjmiralbueno@zaragoza.es,747,,,533,,2016-07-15T11:06:13Z,41.6609777951941,,-0.941396996934078,Casa de Juventud Miralbueno,,976 338 310,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/533/
,"PLATANOS, PASEO   CRT, 10","[681468.65, 4608529.48]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjlacartuja@zaragoza.es,746,,,532,,2016-07-15T11:09:59Z,41.6078593606063,,-0.822198010740746,Casa de Juventud La Cartuja,,976 500 302,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/532/
,"MAYOR, PLAZA      JSL, 7","[674770.63, 4618178.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjjuslibol@zaragoza.es,745,976 726 004,,531,,2016-07-15T11:09:20Z,41.6962076663606,,-0.89970735337601,Casa de Juventud Juslibol,,976 726 005,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/531/
,"ESPAÑA, PLAZA DE  GRP, S/N","[664344.91, 4616771.83]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjgarrapinillos@zaragoza.es,744,,,530,,2016-07-15T11:09:02Z,41.6857645886969,,-1.02531127164964,Casa de Juventud Garrapinillos,,976 781 217,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/530/
,"PERALTA (OBISPO), 30","[672632.55, 4611952.96]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjvaldefierro@zaragoza.es,743,,,529,,2016-07-15T11:14:28Z,41.6406348383089,,-0.927184399151271,Casa de Juventud Valdefierro,,976 72 61 89,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/529/
,"HUDIES DE LOS,ANDADOR, 15","[674389.81, 4612048.37]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjuniversidad@zaragoza.es,742,,,528,,2016-07-15T11:14:10Z,41.6411113125733,,-0.906070473300518,Casa de Juventud Universidad,,976 559 052,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/528/
,"CATALUÑA, AVENIDA DE, 106","[678061.47, 4614782.27]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjlajota@zaragoza.es,739,,,526,,2016-07-15T11:05:37Z,41.6649076021001,,-0.861199172852584,Casa de Juventud La Jota,,976 464 219,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/526/
,"NAVARRA, AVENIDA DE, 54","[674428.89, 4613860.7]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjdelicias@zaragoza.es,738,976 726123,,525,,2016-07-15T11:08:44Z,41.6574158894552,,-0.905072870602326,Casa de Juventud Delicias,,976 726 122,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/525/
,"SAN VICENTE PAUL, 22","[677012.16, 4613590.31]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjcascoviejo@zaragoza.es,736,,,523,,2016-07-15T11:04:56Z,41.6544125774386,,-0.874147714919606,Casa de Juventud Casco Viejo,,976 292 446,,,,,,http://www.zaragoza.es/ciudad/sectores/jovenes/,http://ma.tingtun.no/ogd/datasets/data/venues/523/
"<h4>Accesibilidad F&iacute;sica</h4>
<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="""" /> Accesible con Acompa&ntilde;ante</div>
<ul>
    <li><strong>Aparcamiento</strong>: S&iacute;, plazas reservadas para personas con movilidad reducida.</li>
    <li><strong>Acceso:</strong> Adaptado con rampa y barandilla. Existe otro acceso a cota cero desde el aparcamiento</li>
    <li><strong>Entrada:</strong> Adaptada con un bordillo de unos 2 cm</li>
    <li><strong>Movilidad en el interior del edificio:</strong>     <br />
    <ul>
        <li><strong>Espacios amplios</strong>: S&iacute; (pavimento antideslizante)</li>
        <li><strong>Patio de Butacas</strong>: Dispone de un espacio reservado, situado en  el lateral de la sala con plena visibilidad</li>
        <li><strong>Aseos Adaptados</strong>: S&iacute;.</li>
        <li><strong>Escenario</strong>: Dispone de un elevador.</li>
        <li><strong>Zona de librer&iacute;a:</strong>: Adaptada</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Fundaci&oacute;n Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>","BOTANICO, PS. DEL, 4","[674094.13, 4615199.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,arbole@teatroarbole.es  ,13023, ,,1162,,2015-06-04T10:50:33Z,41.6695353700553,,-0.908700911785505,Teatro Arbolé ,,976734466 ,,,,,,http://www.teatroarbole.es ,http://ma.tingtun.no/ogd/datasets/data/venues/1162/
"<h4>Accesibilidad F&iacute;sica</h4>
<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="""" /> Accesible con Acompa&ntilde;ante</div>
<ul>
    <li><strong>Aparcamiento</strong>: No</li>
    <li><strong>Acceso:</strong>  Adaptado. A cota cero, puertas no autom&aacute;ticas, se encuentran abiertas. Servicio de Informaci&oacute;n personalizado.</li>
    <li><strong>Movilidad en el interior del edificio:</strong>     <br />
    <ul>
        <li><strong>Espacios amplios</strong>: S&iacute;</li>
        <li><strong>Patio de Butacas</strong>: Primera fila reservada, la segunda tambi&eacute;n puede utilizarse para la transferencia a las butacas.</li>
        <li><strong>Aseos Adaptados</strong>: No, pendientes de remodelaci&oacute;n.</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Fundaci&oacute;n Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>","FIGUERAS JARIOD, D. , 10-8","[675435.12, 4614017.17]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,info@teatrodelaestacion.com ,13501, ,,1161,,2015-09-18T13:23:41Z,41.6586034426804,,-0.892949748123504,Teatro de la Estación ,,976469494 ,,,,,,http://www.teatrodelaestacion.com ,http://ma.tingtun.no/ogd/datasets/data/venues/1161/
,"ZAERA, DOMINGO    JSL, S/N","[675104.32, 4617929.85]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoresvaldefierro@zaragoza.es,509,976 726004,,410,,2015-08-26T12:16:47Z,41.6938945916224,,-0.895772892926574,Centro de Convivencia para Mayores Juslibol,,976 799 750,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/410/
,"CASTELLAR         ALF, 23","[670402.25, 4621534.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayorescasetas@zaragoza.es,499,.,,647,,2015-08-26T12:12:47Z,41.7273618208098,,-0.951211986460787,Centro de Convivencia para Mayores Alfocea,,976 786 094,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/647/
,"IBARRA, EDUARDO, 3","[674897.17, 4611951.25]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,informacion@auditoriozaragoza.com,939,976 350 514,,641,,2016-06-24T09:28:09Z,41.6401260090262,,-0.900010833150739,Auditorio - Palacio de Congresos,,"976 721300, 1300",,,,,,http://www.auditoriozaragoza.com/,http://ma.tingtun.no/ogd/datasets/data/venues/641/
"<p><strong>Accesibilidad F&iacute;sica</strong></p>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt="""" class=""nodeco"" /> Accesible</div>
<p><strong>Aparcamiento</strong>: No. El m&aacute;s cercano <a href=""/ciudad/sinbarreras/transporte/aparcamientos.htm"">Puerta Cinegia</a>.</p>
<p><strong>Acceso:</strong> Entrada adaptada con rampa sin barandilla. <br />
Servicio de informaci&oacute;n adaptado en altura y personalizado.</p>
<p><strong>Movilidad en el interior del edificio:</strong></p>
<ul>
    <li><strong>Espacios amplios</strong>: S&iacute;</li>
    <li><strong>Patio de Butacas</strong>: Espacios reservados para personas con movilidad reducida</li>
    <li><strong>Aseos Adaptados</strong>: S&iacute;.</li>
    <li><strong>Ascensor Adaptado</strong>: No dispone.</li>
    <li><strong>Acceso a diferentes plantas</strong>: Mediante escaleras. No existe otro acceso alternativo.</li>
    <li><strong>Acceso al escenario</strong>:  Desde el exterior (Plaza Jos&eacute; Sinues, 2). Tambi&eacute;n dispone de acceso a trav&eacute;s de los camerinos de la planta calle.</li>
    <li><strong>Otros</strong>: Falta: Se&ntilde;alizaci&oacute;n informativa, Traducci&oacute;n simult&aacute;nea al lenguaje de signos y la instalaci&oacute;n de <em>Bucles Magn&eacute;ticos</em>.</li>
    <li><strong>Visita de exteriores</strong>: Peatonal y accesible.</li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>
<h4>Accesibilidad Sensorial</h4>
<ul>
    <li>Bucle Magn&eacute;tico</li>
</ul>
<p><em>Informaci&oacute;n facilitada por el Observatorio de Cultura</em></p>","COSO, 57","[676679.96, 4613503.02]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,teatroprincipalzaragoza@telefonica.net,936,976 200403,,638,,2016-09-21T13:15:17Z,41.6537005800871,,-0.87816048190663,Teatro Principal,,976 296090,,,,,,http://www.teatroprincipalzaragoza.com/repre.php,http://ma.tingtun.no/ogd/datasets/data/venues/638/
"<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Accesible con Acompa&ntilde;ante"" />Accesible con Acompa&ntilde;ante</div>
<ul>
    <li><strong>Aparcamiento</strong>: No. <strong>Dos plazas reservadas</strong> en la calle adyacente.</li>
    <li><strong>Entrada :</strong> Adaptada. Acceso a cota cero</li>
    <li><strong>Taquillas</strong>: No adaptadas</li>
    <li><strong>Espacios amplios</strong> para la movilidad: S&iacute;</li>
    <li><strong>Aforo</strong>: Dos espacios reservados (sin se&ntilde;alizaci&oacute;n).</li>
    <li><strong>Aseos</strong>: Adaptados.  (pendiente  la barra fija de apoyo).</li>
    <li><strong>Cafeter&iacute;a</strong>: No adaptada (escaleras)</li>
    <li><strong>Camerinos</strong>: No adaptados (escaleras)</li>
    <li><strong>Observaciones</strong>: No disponen de <strong>bucles magn&eacute;ticos</strong> para implantados.<br />
    Faltar&iacute;an <strong>dos espacios m&aacute;s</strong> reservados en el aforo para cumplir la normativa.</li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>
<h4>Accesibilidad Sensorial</h4>
<ul>
    <li>Bucle Magn&eacute;tico</li>
</ul>
<p><em>Informaci&oacute;n facilitada por el Observatorio de Cultura</em></p>","SANTO DOMINGO, PLAZA, S/N","[675873.42, 4614057.49]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,,935,976 280879,,637,,2016-09-21T13:18:53Z,41.6588697656936,,-0.887677150104798,Teatro del Mercado,,976 437662,,,,,,http://teatrodelmercadozaragoza.com,http://ma.tingtun.no/ogd/datasets/data/venues/637/
,"MOLINO DE LAS ARMAS, 57","[677918.56, 4614496.04]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoreslasarmas1@zaragoza.es,20116,,,1119,,2015-06-08T09:59:38Z,41.6623631916709,,-0.862999825971495,Centro de convivencia para mayores Las Armas,,976 445 066,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/1119/
,"PERDIGUERA, 7","[677302.5, 4614425.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoresestación@zaragoza.es,20115,,,1124,,2015-06-08T09:56:00Z,41.661865571585,,-0.870415398964334,Centro de convivencia para mayores José María. Castro y Calvo,,976 207 580,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/1124/
,"MADRID, AUTOVIA, 311","[672431.56, 4612614.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,info@feriazaragoza.com ,12170,976335514 ,,1082,,2015-06-09T11:19:29Z,41.6466330653241,,-0.929405478746305,Feria de Zaragoza ,,976764700 ,,,,,,http://www.feriazaragoza.com ,http://ma.tingtun.no/ogd/datasets/data/venues/1082/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n que se realizar&aacute; en el a&ntilde;o 2006)</p>,"CASTILLO          CST, 17","[664275.91, 4620616.31]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjcasetas@zaragoza.es,737,,,524,,2016-07-15T11:05:13Z,41.7203859777574,,-1.02508078759225,Casa de Juventud Casetas,,976 774 879,,,,,,http://www.zaragoza.es/ciudad/sectores/jovenes/,http://ma.tingtun.no/ogd/datasets/data/venues/524/
"<object type=""application/x-shockwave-flash""></object>","MIRAL, DOMINGO, S/N","[674581.13, 4612411.83]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cerbcult@unizar.es ,20342,,,1160,,2015-05-29T11:42:36Z,41.6443410244048,,-0.903668657163066,Salon de Actos Colegio Mayor Universitario Pedro Cerbuna,,976 55 17 50,,,,,,http://www.unizar.es/cerbuna/,http://ma.tingtun.no/ogd/datasets/data/venues/1160/
,"PARAISO, PL.BASILIO, 2","[676122.8, 4612981.37]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,centroexposicionesycongresos@ibercaja.es ,12130,976232811 ,,1159,,2015-06-09T09:13:29Z,41.6491284716032,,-0.885000970519379,Ibercaja. Obra social y Cultural ,,976767676 ,,,,,,http://www.ibercaja.es ,http://ma.tingtun.no/ogd/datasets/data/venues/1159/
"<h4>Accesibilidad F&iacute;sica</h4>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt="""" /> Accesible</div>
<ul>
    <li><strong>Aparcamiento Adaptado</strong>: No, se puede solicitar</li>
    <li><strong>Entrada</strong>: Adaptada, a cota cero</li>
    <li><strong> Salas</strong>
    <ul>
        <li><strong>Planta -1</strong> (s&oacute;tano), sala -1 y sala -2. adaptadas.</li>
        <li><strong>Planta 0</strong> (baja): Auditorio: con 4 accesos, 2 adaptados a cota cero. Varias plazas reservadas para  personas con silla de ruedas. Acceso al escenario a cota cero, 600 m&sup2;. Servicio de cafeter&iacute;a. Dispone de cabinas para interpretes.</li>
        <li><strong>Planta 1&ordf;</strong>: Salas 1.1, 1.2, 1.3, 1.4, adaptadas.</li>
        <li><strong>Planta 2</strong>&ordf;: Sala 2.1, 2.2, 2.3,</li>
        <li><strong>Planta 7</strong>: Sala 2008, adaptada. (aseo en la 6&ordf; planta)</li>
    </ul>
    </li>
    <li><strong>Ascensores Adaptados</strong>: S&iacute;, botonera adaptada en altura, numeraci&oacute;n en braille, espejo y barra de apoyo. Placa con informaci&oacute;n detallada de todas las plantas.</li>
    <li><strong>Aseos Adaptados</strong>: S&iacute;, en todas las plantas. Inodoro con espacio para transferencia lateral y barras de apoyo, lavabo sin pedestal, regulable, monomando, espejo inclinado.</li>
    <li><strong>Acceso Terrazas </strong>: No adaptado pero en proceso de adaptaci&oacute;n.</li>
    <li>Zonas de descanso.</li>
</ul>
<p><em>Informaci&oacute;n facilitada por Fundaci&oacute;n Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>
<p><em>Autobuses: Ci1, Ci2</em></p>","GARCIA MARQUEZ, G., 1","[674378.56, 4615326.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,, info@palaciocongresoszaragoza.es,13241, ,,1092,,2015-09-21T11:36:10Z,41.6706208117303,,-0.905249180724402,Palacio de Congresos de Zaragoza,,976976386 ,,,,,,http://www.pcexpoaragon.com/,http://ma.tingtun.no/ogd/datasets/data/venues/1092/
,"SAN MIGUEL        MNZ, 13","[668942.53, 4618824.18]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,cjmonzalbarba@zaragoza.es,2131,,,400,,2016-07-15T11:10:51Z,41.7032765379557,,-0.969520221652219,Casa de Juventud Monzalbarba,,976 785 888,,,,,,http://www.zaragoza.es/juventud/,http://ma.tingtun.no/ogd/datasets/data/venues/400/
"<h4>Accesibilidad F&iacute;sica</h4>
<p><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" /> Accesible</p>
<ul>
    <li><strong>Aparcamiento</strong>: S&iacute;, varias plazas se&ntilde;alizadas.</li>
    <li><strong> Acceso:&nbsp;</strong> Dos accesos a cota cero,con puertas autom&aacute;ticas. Pavimento de parquet.</li>
    <li><strong>Recepci&oacute;n</strong>: Mostrador adaptado en altura.</li>
    <li><strong>Movilidad en el interior del edificio</strong>:
    <ul>
        <li><strong>Espacios Amplios</strong>: S&iacute;.</li>
        <li><strong>Ascensores Adaptados          </strong>       : S&iacute;, en todas las plantas y en todas las dependencias. Tambi&eacute;n los panor&aacute;micos  .</li>
        <li><strong>Aseos Adaptados</strong>: S&iacute;, con barra, espejo y botonera en relieve (braille).</li>
        <li><strong>Salas Arag&oacute;n</strong>: En la primera planta de la <em>Torre Este</em> del complejo. Espacios accesibles para reuniones de trabajo, jornadas, ruedas de prensa, seminarios..... (6 salas)</li>
        <li><strong>Auditorio</strong>: Accesible. En la planta baja del complejo, en la <em>Torre Este</em>. Acceso a cota cero. Dotada de 674 butacas y 14 plazas para personas en silla de ruedas. Escenario de 100 m&sup2;. Accesos desde la plaza mayor, a cota cero.</li>
        <li><strong>Sala Zaragoza World</strong>: Accesible. En la planta baja del complejo, en la <em>Torre Oeste</em>.</li>
        <li><strong>&Aacute;rea de Exposiciones</strong>: Accesible.</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Fundaci&oacute;n Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>","ZAMBRANO, M. (POETA), 31","[675914.85, 4615280.53]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,administración@wtczaragoza.com,9298,976 074 022,,1158,,2015-06-08T10:54:32Z,41.669869276821,,-0.886819803474778,Centro de Negocios World Trade Center ,,976 011 361 ,,,,,,http://www.wtczaragoza.com/,http://ma.tingtun.no/ogd/datasets/data/venues/1158/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n realizada en el a&ntilde;o 2005)</p>,"DELICIAS (PARQUE), S/N","[673982.06, 4612896.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/22/,,mayoresterminillo@zaragoza.es,845,976 726123,,590,,2016-08-09T13:45:11Z,41.6488300844598,,-0.910716697252807,Centro de Convivencia para Mayores Terminillo (Delicias),,976726120,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/590/
